user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval,cm,총장,어깨너비,가슴단면,소매길이
LV 4 뉴비_6e18688c,남성, 176cm, 83kg,엔비엘 로고 후드티 (그레이),MAN,5.0,너무 좋은 후드티 산거 같아요! 겨울에 입기에는 춥지만 그래도 다른 겉옷 입으면 괜찮을거 같습니다 아 생각보다 막 오버핏은 아닙니다,보통이에요,보통이에요,선명해요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 jwon99,여성, 161cm, 54kg,엔비엘 로고 후드티 (애쉬블루),기모 WOMAN,5.0,조오금 덩치가 커보이는거 같긴 한데 그래도 옷이 귀엽고 따뜻해요!,보통이에요,어두워요,선명해요,두꺼워요,,,,,
LV 3 뉴비_f2c6840f,여성, 161cm, 55kg,엔비엘 후드 (딥네이비),01,5.0,맘에들어요.화면과 색상동일하고 입으면 더 예뻐요.상의55-55반입는데 루즈하게 잘맞고 엉덩이 덮어요~아무데나 잘 입고다닙니다.,커요,보통이에요,선명해요,보통이에요,,,,,
LV 4 뉴비_70e908255bab,남성, 174cm, 60kg,엔비엘 후드 (딥네이비),01,5.0,점퍼안에 받쳐입어도 이쁘고 하나만 입어도 이뻐요. 색상이 선명하고 로고가 이뻐요,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 4 Дон,남성, 175cm, 75kg,엔비엘 로고 후드티 (그레이),WOMAN,4.0,상품 안감에 열처리가 안되있어서 파란펜으로 크게 1번이라고 써져있더라구요.. 신경 좀 써주세요~ 다른데는 문제없어서 그냥 세탁해서 입습니다. 옷은 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 4 박송일,남성, 173cm, 65kg,엔비엘 로고 후드티 (애쉬블루),MAN,5.0,핏도 하늘하늘하니 이쁘고 기장감도 좋은 것 같아요아쉬운건 역시 마감처리가 살짝 아쉬운듯.. 그래도 이정도면 매우 만족!,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 김뭉뭉치,남성, 182cm, 77kg,엔비엘 로고 후드티 (그레이),MAN,5.0,너무 흔하지 않은 기본적인 회색 후드가 필요했습니다.,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 고니짱님,남성, 173cm, 75kg,엔비엘 로고 후드티 (그레이),기모 WOMAN,5.0,디자인 이쁘고 질감도 좋고 기모라 따뜻하니  좋아요.,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_23a1026a19ea,여성, 160cm, 44kg,엔비엘 로고 후드티 (인디핑크),기모 WOMAN,5.0,생각보다 안 길어용 근데 man 사면 클 것 같아요 기모는 부드러운데 생각보다 옷이 쪼끔 얇아요 이전 참고해주세용,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_65dea6573210,여성, 170cm, 50kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,배송 빠르고 따뜻하고 이뻐요 다른색도 사고싶어요 ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 짠빠밤두루둥,여성, 161cm, 40kg,엔비엘 후드 (딥네이비),01,5.0,핏 진짜 너무너무 예쁘죠!!!! 진짜 너무 마음에 들어요! 161cm지만 체구가 작아서너무 커보이지 않을까 걱정했는데 이주 예쁘게 잘 맞아요! 색도 너무 진하지 읺을까 했는데 딥네이비에 흰색을 아주 조금 섞은 느낌이예요밑단 시보리를 안으로 접으니까 핏이 더 예뻐지네요!! 세일해서 더 싸게 샀어요! 꼭 사세요!!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 앙기모는더워,남성, 183cm, 72kg,엔비엘 로고 후드티 (그레이),MAN,3.0,뭔가 조금 더 크면 좋았을 것 같은..?딱 정사이즈입니다!,보통이에요,어두워요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 Junnykor,남성, 172cm, 61kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,기모가 두꺼워서 이 날씨에 딱 입기 좋고 옷도 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 S92304,여성, 155cm, 40kg,엔비엘 로고 후드티 (그레이),WOMAN,4.0,얇은 느낌이 확실히 나긴해여 시보리 안짱짱함 근데 디자인 넘 기엽고 제 키에도 기장 안 길어서 굿이에여 근데 팔은 쪼매 길어서 접어여 근데 안 접어도 ㄱㅊ음 요즘은 안접어용,보통이에요,보통이에요,보통이에요,얇아요,WOMAN,67.5,57.0,54.5,58.5
LV 6 haonl,남성, 173cm, 73kg,엔비엘 로고 후드티 (그레이),기모 WOMAN,5.0,세일해서 가성비 데일리로 입기 딱 좋은거 같습니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 6 haonl,남성, 173cm, 73kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,세일해서 가성비 데일리로 입기 딱 좋은거 같습니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 2 오뉴봉시기,여성, 163cm, 64kg,엔비엘 로고 후드티 (그레이),WOMAN,4.0,77인데 딱 맞네요 기모 없어도 소재가 탄탄하니 좋아서 틀어짐이 별로 없을꺼같아요 옷 예쁘네요 ,작아요,보통이에요,선명해요,두꺼워요,WOMAN,67.5,57.0,54.5,58.5
LV 3 닭갈비조와,여성, 165cm, 53kg,엔비엘 로고 후드티 (아이보리),기모 WOMAN,5.0,크기가 좀 더 커서 넉넉하면 좋을텐데 아쉬워요ㅠ 그래도 기모 보드랍고 따뜻합니당,작아요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 현인데용,남성, 185cm, 78kg,엔비엘 로고 후드티 (블랙),MAN,4.0,핏이 엄청 좋고 어깨라인도 딱 잡아주는거 같아서 좋음,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 닉포프,남성, 175cm, 74kg,엔비엘 후드 (버건디),02,5.0,색깔도 좋고 사이즈도 좋고 다 좋습니다~~꼭 사세요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 유콩빔,여성, 158cm, 48kg,엔비엘 후드 (버건디),01,5.0,실물이 더 예뻐용 색도 예쁜 버건디!! 매칭하기 좋은 색이에용,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_d9b55e95c9c5,남성, 165cm, 56kg,엔비엘 후드 (버건디),01,5.0,초딩 아들이 픽한 버건디 후드아주 맘에 들어합니다 두깨도 적당하고 너무 밝지도 않아 지금 입기에 딱 좋은 색인거 같아요배송도 진짜 빠르구요큰애  작은애 둘다 색만 다르게 입고 다니겠네요 ㅎ,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 5 깽섭,남성, 171cm, 76kg,엔비엘 로고 후드티 (블랙),MAN,4.0,너무 이쁘고 핏도 좋아서 자주 입고 다니구 있어요!!,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 뉴비_5064959a2332,남성, 177cm, 82kg,엔비엘 로고 후드티 (그레이),MAN,5.0,딱 원하던 핏의 후드 입니다 잘 입을게요 감사합니다.,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 4 뉴비_82a033cd,남성, 181cm, 78kg,엔비엘 로고 후드티 (블랙),MAN,5.0,오버핏으로 무난하게 입기 좋아요!!자주 입을수 있을거 같아요~|,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 지츄0113,여성, 160cm, 48kg,엔비엘 로고 후드티 (아이보리),기모 WOMAN,5.0,일단 색감이 진짜 예뻐요 핏은 오버핏이고 교적에 입어도 이쁘고 저런 운동복 바지에 입어도 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 2 오뉴봉시기,여성, 163cm, 64kg,엔비엘 로고 후드티 (그레이),WOMAN,5.0,77인데 딱 맞네요 기모 없어도 소재가 탄탄하니 좋아서 틀어짐이 별로 없을꺼같아요 옷 예쁘네요 ,작아요,보통이에요,선명해요,두꺼워요,WOMAN,67.5,57.0,54.5,58.5
LV 3 현인데용,남성, 185cm, 78kg,엔비엘 로고 후드티 (블랙),MAN,5.0,핏이 엄청 좋고 어깨라인도 딱 잡아주는거 같아서 좋음,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 깽섭,남성, 171cm, 76kg,엔비엘 로고 후드티 (블랙),MAN,5.0,너무 이쁘고 핏도 좋아서 자주 입고 다니구 있어요!!,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 배고픈데배사요,남성, 176cm, 80kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,따뜻하고 좋아요 잘 쓸게요정사이즈에서 세미오버정도 돼요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 jungmin5423,남성, 183cm, 70kg,엔비엘 로고 후드티 (그레이),MAN,5.0,사이즈가 딱 맞고 모자도 크고 옷 핏도 좋고 가격도 저렴해요,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 6 뚱인데,남성, 173cm, 60kg,엔비엘 후드 (버건디),02,5.0,이뻐요 핏이 특히 이쁘네요 기모는 없지만 따뜻한가앝넹ㅎ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 뉴비_7aa49e64fd64,여성, 156cm, 43kg,엔비엘 로고 후드티 (아이보리),WOMAN,5.0,기대를 져버리지 않는 제품인거 도들 아시지 않나요. 넘나 좋은 원단에 겨울까지 쭈욱 ,보통이에요,보통이에요,선명해요,두꺼워요,WOMAN,67.5,57.0,54.5,58.5
LV 6 꽈아아안지,여성, 154cm, 65kg,엔비엘 후드 (딥네이비),01,4.0,어머니 사두렸습니닷전체적으로 봄가을겨울 다 가능한 후드티입니다.기장 자체는 조금 컸는데 엄니 키랑 비슷하면 이런 핏 나옵니다,보통이에요,어두워요,보통이에요,보통이에요,,,,,
LV 3 뉴비_4dad8890,여성, 165cm, 55kg,엔비엘 로고 후드티 (인디핑크),WOMAN,5.0,인디핑크라서 양털가방이매니까 잘 어울리더라구요!!부담스럽지 않은 핑크라서 저도 자주입어요!!,커요,어두워요,선명해요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 2 뉴비_fe726aee022e,여성, 170cm, 51kg,엔비엘 로고 후드티 (블랙),MAN,4.0,사이즈보고 키가 큰편이고 팔다리 다 긴편인데 적당한 핏보다는 오버핏으로 입고 싶어서 man으로 샀는데 아무리 그래도 여자는 woman 사는거 추천드려요 길이가 너무 길어요 엉덩이는 당연히 덮구요 팔도 길어요 친구가 입는거 봤는데 이정도 핏이 아니었거든요? 너무 커서 아빠한테 입혀봤는데 184인 아빠한테 맞아요… 여자면 그냥 woman 사세요… 그래도 예뻐요,커요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 4 병장김동혀니,남성, 174cm, 72kg,엔비엘 로고 후드티 (그레이),MAN,5.0,너무 이쁩니다~~!저는 절대 후회 안함.후드 하나 장만하려했는데 이쁘게 잘 입겠습니다.,커요,보통이에요,선명해요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 뉴비_c5093d42,남성, 179cm, 72kg,엔비엘 로고 후드티 (그레이),MAN,5.0,여자친구랑 커플로 했는데 이뻐요~~~ 다른색도 살게여,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 뉴비_c5093d42,남성, 179cm, 81kg,엔비엘 로고 후드티 (그레이),WOMAN,5.0,여자친구랑 커플로 했는데 이뻐요~~~ 다른색도 살게여,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 4 뉴비_9ababca9,여성, 170cm, 50kg,엔비엘 로고 후드티 (애쉬블루),WOMAN,5.0,색깔 너무 예뻐요!! 중성적인 색깔이라 성별관계 없이 다 잘 어울릴 것 같아요!!,보통이에요,밝아요,선명해요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 3 날아라!!똥퐈리~~,남성, 178cm, 68kg,엔비엘 로고 후드티 (그레이),MAN,5.0,176cm   70kg  아들오버하게 잘맞아요핏도 이쁘고 색감은 더이쁘고맘에듬~~!!,보통이에요,보통이에요,선명해요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 한마루_,남성, 175cm, 65kg,엔비엘 후드 (버건디),02,4.0,ㄱㅊ 살 하얀 사람 이쁠듯어두운 버건디임근데 큼 쥰내큼 개큼 왕큼 대박큼,커요,어두워요,선명해요,보통이에요,,,,,
LV 3 뉴비_645e0062,여성, 163cm, 56kg,엔비엘 로고 후드티 (블랙),기모 WOMAN,5.0,너무 예뻐요!! 맨날 이것만 입고 다니고 있습니당 너무 만족스러워요~,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 4 흥민마뉼,여성, 159cm, 46kg,엔비엘 로고 후드티 (블랙),기모 WOMAN,4.0,후드티를 즐겨입는데 사이즈도 적당히 잘 맞고 로고도 귀여워서 자주 입을 것 같아요!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 피치걸님,여성, 162cm, 53kg,엔비엘 로고 후드티 (그레이),WOMAN,5.0,쫌 커요 근데 입을만해여 톡톡하니좋으네요 잘입을께요,커요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 3 나는야짱진수,남성, 185cm, 76kg,엔비엘 후드 (딥네이비),기모 02,5.0,여자친구랑 커플로 입으려고 삿는데 너무 이쁘네요ㅎㅎ!!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_34919755,여성, 157cm, 47kg,엔비엘 로고 후드티 (인디핑크),WOMAN,5.0,편하고 좋아요. 색도 딱 화면 그대로인것 같아요.두께도 어느정도 있어서 여러번 세탁+건조 해봤는데 변형없어요.,커요,보통이에요,보통이에요,두꺼워요,WOMAN,67.5,57.0,54.5,58.5
LV 4 로다롱,남성, 178cm, 74kg,엔비엘 로고 후드티 (애쉬블루),MAN,5.0,색상도 이쁘고 심플해서 이뻐요 그런데 기장이 다소 길어요,커요,보통이에요,선명해요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 뉴비_39ecd428,남성, 177cm, 80kg,엔비엘 후드 (버건디),02,5.0,예뻐요색감도 디자인도~아들 사줬는데 맘에 들어해요,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 4 장준혁 별무리,남성, 174cm, 54kg,엔비엘 로고 후드티 (블랙),기모 MAN,5.0,받아보자마자 완전 대만족입니다실제로 입어보면 더욱 만족스러운 핏에기모제품으로 부드럽고 입었을때 편안함이 느껴지는 부드러운 재질입니다만족스러운 스타일에 핏 강추입니다,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 HangMinhPham,여성, 160cm, 52kg,엔비엘 후드 (버건디),01,5.0,한국 가을에 이거만 입으면 딱 맞아요. 배송도 빨라요^^,보통이에요,보통이에요,선명해요,보통이에요,,,,,
LV 3 오리주물주물,남성, 176cm, 64kg,엔비엘 로고 후드티 (블랙),기모 MAN,5.0,재질이 먼지가 잘 붙는 재질인 거 같은데 그게 좀 아쉽긴한데 색깔도 이쁘고 사이즈도 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 오리주물주물,남성, 176cm, 69kg,엔비엘 로고 후드티 (블랙),기모 WOMAN,5.0,재질이 먼지가 잘 붙는 재질인 거 같은데 그게 좀 아쉽긴한데 색깔도 이쁘고 사이즈도 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 ㅈㅓㅇㅇㅏㄴ,여성, 166cm, 50kg,엔비엘 후드 (딥네이비),01,5.0,진짜 짱이뻐요 교복에 진짜 잘어울리고 어디에 걸쳐도 다 이뻐요ㅠㅠ,보통이에요,보통이에요,흐려요,보통이에요,,,,,
LV 3 뉴비_bfafdbaa3ef2,남성, 180cm, 62kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,기모라 겨울에 입기도 좋고 무엇보다 가성비가 대박이네요,커요,밝아요,선명해요,두꺼워요,,,,,
LV 3 뉴비_d50571e3,여성, 161cm, 60kg,엔비엘 로고 후드티 (애쉬블루),기모 WOMAN,5.0,예뻐용 ㅎ.ㅎ 다른 색상도 있는데 이번 겨울에 많이 입고 다닐 거 같습니당,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 미니멀쇼핑왕,남성, 173cm, 78kg,엔비엘 로고 후드티 (그레이),MAN,5.0,어깨가 넓은 편인데 타이트한감 없이 알맞아요길이감도 좋고 데일리로 입기 좋은것 같아요,커요,밝아요,선명해요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 너얼굴에똥방귀,남성, 169cm, 80kg,엔비엘 후드 (딥네이비),기모 02,5.0,되게 두꺼워서 겨울에 입기 너무 좋아요!!! 색도 사진 그대로에요! ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 돈이옶다ㅏ,남성, 180cm, 72kg,엔비엘 로고 후드티 (블랙),MAN,5.0,사이즈 좋고 짱짱해요 두께 색감 다 좋아요 만족합니드,보통이에요,보통이에요,선명해요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 4 리원짱,여성, 178cm, 65kg,엔비엘 로고 후드티 (아이보리),WOMAN,5.0,예뻐요. 연예인들이 자주 입고 나오는걸 보구 구매했는데 넘 마음에 드네요.자주 입을거 같구요.원단두 좋아요.좋아요좋아요,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 4 jw00000,남성, 175cm, 77kg,엔비엘 후드 (딥네이비),02,5.0,기본 네이비 후드티로 너무 잘 나왔고 어디에나 입을 수 있어서 좋아용,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 2 keep_jeong,여성, 156cm, 43kg,엔비엘 로고 후드티 (그레이),WOMAN,5.0,재질은 그냥 좋고 색깔 미쳤구요 사이즈 저랑 딱맞고요 그냥 다 좋아요 성공🎀,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 2 민머리공주,여성, 160cm, 60kg,엔비엘 후드 (딥네이비),02,5.0,너무 이뻐요.저랑 몸 비슷하신분들은 꼭 남자사이즈(02) 사세요제가 엉덩이 닾는걸 좋아하는데 덮고요!!!!!!!,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 Husler,남성, 176cm, 62kg,엔비엘 후드 (딥네이비),02,5.0,정 사이즈 보다는 약간 오버함. 셋업할때 이용하면 좋음,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 월지인,남성, 173cm, 72kg,엔비엘 로고 후드티 (그레이),MAN,5.0,사이즈도 무난하고 색상이랑 핏도 나쁘지 않아요,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
