user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval,cm,총장,어깨너비,가슴단면,소매길이
LV 4 Taekbi,남성, 172cm, 69kg,아크 로고 후디 (딥그린),M,5.0,가을에 잘 입고다녔고 이제 아우터안에 입겠습니다 다음에도 다른 색상 구매할게요 ,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 6 JhpArrkkk,남성, 181cm, 82kg,아크 로고 후디 (오렌지),L,4.0,너무 예뻐요!! 후드티하나를 두고 여러 브랜드 봤지만 가격 품질 대비해서 결국 어반스터프로 왔습니다 벅리다매하세요!,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 토벤머리그남자,남성, 172cm, 64kg,아크 로고 후디 (딥그린),L,5.0,진한 색상의 초록 후드티에요. 오버핏 후드 중에서도 팔이 넉넉한 핏이여서 좋네요!,보통이에요,보통이에요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 뉴비_e396f9113ea0,남성, 179cm, 73kg,아크 로고 후디 (오렌지),L,5.0,어반스터프 슬렌더로고 그레이 후드도 가지고 있는데 그거에 비해서 절제된 벌룬핏이라서 부담스럽지 않으면서도 세련된 핏이 나옵니다.그리고 무엇보다 쨍하지 않고 톤다운된 오렌지 색감이 미쳤습니다. 목부분에 실밥 삐져나온거 말고는 가격대비 깔게없네요. 너무 맘에 듭니다. ,보통이에요,보통이에요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 Zmxncbv1234,남성, 185cm, 78kg,아크 로고 후디 (네이비),L,5.0,엄청 이쁩니다 자주 입고다닐거 같아요 애용하겠습니다,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 kimjc,남성, 176cm, 70kg,아크 로고 후디 (네이비),M,5.0,핏이 진짜 맛있습니다. 색감도 괜찮구요 번창하세요,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_95f0c38f6592,남성, 175cm, 56kg,아크 로고 후디 (블랙),M,5.0,벌룬핏 딱좋아요 처음엔 살짝 애매했는데 입다보니 좋아요,커요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 LH.,남성, 168cm, 53kg,아크 로고 후디 (오렌지),M,5.0,편하게 입을 수 있고 색감도 좋은게 어디 가볍게 나갈때 입기 좋네요,보통이에요,어두워요,선명해요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_9b81213149e2,남성, 170cm, 75kg,아크 로고 후디 (오렌지),L,5.0,이 가격에 사이즈 핏 다 좋아요 가성비 아주 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 sjkg,남성, 177cm, 80kg,아크 로고 후디 (오렌지),L,5.0,약간 어두운 주황색느낌이지만 나쁘진아노아요,보통이에요,보통이에요,흐려요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 jmj4237,남성, 170cm, 65kg,아크 로고 후디 (오렌지),기모M,5.0,색감이 너무 예쁘고 핏도 귀여워서 자주 입을 거 같아요 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 ㄷ h,남성, 175cm, 67kg,아크 로고 후디 (오렌지),M,5.0,색감도 찐하고 맘에듭니다 다만 뭔가 품이 좁은 느낌이라 L시킬걸 그랬습니다 ,보통이에요,밝아요,선명해요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 참치좋아,남성, 180cm, 88kg,아크 로고 후디 (오렌지),L,5.0,"오렌지가 쨍할 줄 알았는데, 그렇지 않고 좋네요. 포인트주기 좋아요. ",보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 새나송,여성, 162cm, 49kg,아크 로고 후디 (딥그린),M,5.0,넘예뻐요 색감도 예쁘고 길이도 길어서 좋고 쭈리도 쫀쫀해요 팔 길이가 좀 긴 게 단점인 것 같아요,커요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 밍짱밍쓰,여성, 160cm, 30kg,아크 로고 후디 (네이비),M,4.0,생각보다 커서 m사이즈도 매우 크다고 생각하시면 될거같아요기모가 다 품절이라 걱정했는데 두께감이 있는 편이에요무난하고 좋아요,커요,보통이에요,선명해요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 atgri,남성, 174cm, 68kg,아크 로고 후디 (네이비),M,5.0,사진으로 봤을때 핏이 너무 예뻐서 홀린듯이 샀습니다그대로네요 색 예쁘고 기모 품절이라 어쩌지하고 기본으로 샀는데 꽤 두꺼워서 한겨울에도 잘 입을것 같아요,보통이에요,보통이에요,보통이에요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 4 Sehunnn,남성, 178cm, 67kg,아크 로고 후디 (그레이),L,5.0,저랑 잘 어울리고 사이즈도 적당히 잘 맞는거 같아요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 왜입을게없니,남성, 176cm, 69kg,아크 로고 후디 (오렌지),L,5.0,크롭하고 벌룬핏 제대로라서 너무 이뻐요! 😊 팔 쪽으로 널럴해서 전체 A핏 나오는거 너무 좋음,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 정크푸드,남성, 175cm, 72kg,아크 로고 후디 (네이비),L,5.0,두께감과 핏도 예술입니다 깔별로 사고 싶은 마음이에요,커요,보통이에요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 눈누난나.,남성, 174cm, 70kg,아크 로고 후디 (그레이),M,5.0,옷 포근한게 너무예뻐요 맞춰서 잘입어볼게요 굿굿!,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 Shonie,여성, 160cm, 80kg,아크 로고 후디 (딥그린),기모L,5.0,크게 입는 걸 좋아해서 무조건 젤 큰 사이즈로 사는데 이건 진짜 크네요..ㅋㅋ 근데 그래서 좋아👍 소매가 벌룬핏으로 떨어지는 것도 너무 예쁘고 시보리가 짱짱해서 너무 길게 내려오지 않아서 좋네요너무 커서 아우터 입었을 때 핏이 이상할까 걱정했는데 생각보다 옷 재질이 부드러워서 괜찮네요색감도 마음에 들고 너무 좋습니다깔별로 사야할 판ㅠㅜ,커요,보통이에요,선명해요,두꺼워요,,,,,
LV 5 무야호루라기,남성, 182cm, 67kg,아크 로고 후디 (네이비),L,5.0,사이즈도 알맞고 두께감도 적당하고 너무 마음에 들어요,보통이에요,밝아요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 3 sannnni,남성, 177cm, 78kg,아크 로고 후디 (딥그린),L,5.0,사이즈 딱 맞고 너무 편안함. 가을 겨울에 잘 잊고 다닐 것 같아요.,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 우햄2,남성, 181cm, 79kg,아크 로고 후디 (네이비),L,5.0,예쁩니다. 181/79이고팔 부분이 엄청 넓어요.아주 만족스럽습니다 굿,보통이에요,밝아요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 7 살까말까ㅤ,남성, 168cm, 65kg,아크 로고 후디 (블랙),M,5.0,사이즈도 넉넉하고 이쁘네요 편하게 입기 좋은듯,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 됴리조리,여성, 172cm, 74kg,아크 로고 후디 (딥그린),M,5.0,딱 원하던 초록색 색감이고 넉넉한 핏으로 이뻐요 ,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 우고으고아고,남성, 181cm, 72kg,아크 로고 후디 (딥그린),L,5.0,레이어드 해서 입으니까 이쁘네요레이어드 안해도 이뻐요 ㅎ,보통이에요,밝아요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 S-Acii,남성, 169cm, 65kg,아크 로고 후디 (네이비),M,5.0,손목부분 벌룬핏인것과 아치형 로고가 정말 잘 나온거 같아요,보통이에요,보통이에요,보통이에요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_236aaa197fb6,남성, 175cm, 63kg,아크 로고 후디 (네이비),L,5.0,안 입고 봤을때는 엄청 컸는데 입어보니 그렇게 많지 크진않아요핏도 좋음,커요,밝아요,선명해요,두꺼워요,L,69.0,64.0,69.0,61.0
LV 3 시오구름,남성, 168cm, 61kg,아크 로고 후디 (딥그린),M,4.0,색깔이 후기마다 넘 달라서 뭐가 진짜 색깔일까 궁금했는데 수박색에서 조금 더 어두운 딥그린입니다~,보통이에요,어두워요,선명해요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_130850ce6a54,남성, 171cm, 62kg,아크 로고 후디 (딥그린),M,5.0,레이어드도 편하고 사진 상 색보다 밝아서 만족하는 후드티입니다 ㅎ,커요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 수창이다,남성, 168cm, 74kg,아크 로고 후디 (네이비),L,5.0,일부러 좀 박시하게 입으려고 샀는데 찰떡이네요 ㅋ,커요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 뉴비_eef09e7a,남성, 180cm, 69kg,아크 로고 후디 (블랙),L,5.0,옷이 마음에 듭니다. 길이나 재질등 다 마음에 듭니다.,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 뉴비_b264f3ac,남성, 176cm, 72kg,아크 로고 후디 (네이비),L,5.0,사이즈도 딱 맞구 원하던 핏이라 자주 입고 다닐거 같아요^^,보통이에요,보통이에요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 IluvUCr,남성, 177cm, 67kg,아크 로고 후디 (딥그린),L,5.0,탄탄한 원단에 오버핏으로 떨어지는 가오리핏이이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 3 뉴비_1a9196eec274,남성, 177cm, 80kg,아크 로고 후디 (네이비),L,5.0,옷에 힘도 있고 편하게 입기 좋은거 같아요 이뻐요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 woolim9,남성, 175cm, 80kg,아크 로고 후디 (오렌지),기모M,5.0,광장히 좋아요 포인트주기 짱좋음요 좋은 가격에 잘샀어요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 3 사월헬린이,남성, 182cm, 82kg,아크 로고 후디 (블랙),L,5.0,이런 재질 스타일 후드티 찾고 있었는데 정말 만족합니다 너무 이뻐요 ㅎㅎ,보통이에요,보통이에요,보통이에요,두꺼워요,L,69.0,64.0,69.0,61.0
LV 5 야인시대총도둑,남성, 175cm, 80kg,아크 로고 후디 (네이비),L,5.0,핏도 너무 이쁘도 특히 네이비 색감이 너무 예뻐서 자주 입고 다니고 있어요,보통이에요,보통이에요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 조미경1004,남성, 172cm, 61kg,아크 로고 후디 (그레이),M,5.0,핏도 예쁘고 가성비 좋게 나와서 자주 입을듯 합니당,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 공대생 패션,남성, 177cm, 70kg,아크 로고 후디 (딥그린),L,5.0,정말 사람들이 많이 입는 이유가 있눈거 같아요..!! 정말 좋은 제품~^^,커요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 나랑너랑나랑,남성, 178cm, 70kg,아크 로고 후디 (오렌지),L,5.0,우선 색감이 너무 좋습니다 원단도 탄탄하구요 쬐금 아쉬운거는 조금더 큰 사이즈도 있으면 좋겠어요!,보통이에요,보통이에요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 까만곰탱이,남성, 182cm, 83kg,아크 로고 후디 (네이비),L,5.0,네이비 후드찾다가 봤는데 아주만족하고있습니다,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 3 아더월들리,남성, 184cm, 71kg,아크 로고 후디 (네이비),L,5.0,"크기 괜찮고, 색감 괜찮고, 시보리가 핏이 이쁘게 떨어져서 좋은 거 같습니다. ",보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 3 뉴비_d55f46b0de5c,남성, 160cm, 60kg,아크 로고 후디 (오렌지),L,5.0,예뻐요 오버사이즈라 더 맘에 들어요 사진보다 실물이 더 좋네요,커요,밝아요,선명해요,보통이에요,L,69.0,64.0,69.0,61.0
LV 6 나이거사고싶다고,남성, 178cm, 76kg,아크 로고 후디 (오렌지),L,5.0,색상이 너무 이쁘고 영롱해서 포인트 줄 수 있을 거 같아요 그리고 핏도 가오리핏(?)이라고 하는거 같은데 몸의 체형을 잘 보정해주는 거 같네요 그리고 무엇보다 밑단 시보리가 짱짱해서 레이어드 하기도 좋아보입니다,보통이에요,밝아요,보통이에요,두꺼워요,L,69.0,64.0,69.0,61.0
LV 4 강한달,남성, 170cm, 70kg,아크 로고 후디 (네이비),M,5.0,두께감 좋고 옷이 엄청 탄탄하네요색깔별로 구입하고싶어요,보통이에요,보통이에요,선명해요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 4 시크릿쥬지,남성, 170cm, 51kg,아크 로고 후디 (블랙),M,5.0,옷 너무 이쁘고 제가 딱 생각하던 핏이라서 마음에들어요,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 5 민무진장맛있는마라탕,여성, 164cm, 105kg,아크 로고 후디 (딥그린),기모L,5.0,밑에 시보리도 잘 잡아주고 기모라 엄청 따뜻해요 ,커요,보통이에요,선명해요,두꺼워요,,,,,
LV 5 찬희이이,남성, 184cm, 80kg,아크 로고 후디 (오렌지),L,5.0,딱 제가 원하던 핏이에요! 겨울에도 내복 입고 있으면 따뜻하게 잘 입을 수 있을 거 같아요. 캐주얼한 옷이라 부담스럽지 않습니다 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 3 뉴비_77a636b2,남성, 174cm, 59kg,아크 로고 후디 (네이비),M,5.0,커플 후드티로 샀는디 너무 예뻐요 팔 부분이 크긴한데 팔 크게 입으려고 산거라서 전 좋았어용,커요,어두워요,선명해요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_161025e0,남성, 170cm, 90kg,아크 로고 후디 (딥그린),L,5.0,평소에 데일리로 잘입을 것 같습니당. 감사합니다,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 살라앙,남성, 172cm, 68kg,아크 로고 후디 (딥그린),M,5.0,진짜 귀요미 최고치 찍어주는 후드티입니다.. 가오리핏 지리니까 하나씩 가져주세용,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 6 어지러운기사1,남성, 171cm, 71kg,아크 로고 후디 (네이비),L,5.0,아주 유니크하고 좋아요 추천합니다 꼭 사세요 굿,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 stilI,남성, 180cm, 70kg,아크 로고 후디 (네이비),L,5.0,조금 오버한 핏감이 나오고 로고가 너무 마음에 들어요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 3 뉴비_5d45a49f41ef,남성, 167cm, 49kg,아크 로고 후디 (딥그린),기모M,5.0,밑단도 짱짱하고 카고바지에 레이어드해서 입으면 엄청 이쁨,커요,보통이에요,선명해요,보통이에요,,,,,
LV 5 Cheolll,남성, 171cm, 72kg,아크 로고 후디 (그레이),M,5.0,옷 두텁고 디자인도 깔끔해서 가볍게 입기 너무 좋습니다~,보통이에요,보통이에요,선명해요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 5 Cheolll,남성, 171cm, 72kg,아크 로고 후디 (그레이),M,5.0,옷 디자인도 깔끔하고 밑에 시보리가 짱짱해서 좋습니다,보통이에요,보통이에요,선명해요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 5 탱녀,남성, 172cm, 60kg,아크 로고 후디 (네이비),M,5.0,다른 색상도 사고싶은 후드티!너무 이쁩니다. 추천,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 밥보다 옷,남성, 170cm, 70kg,아크 로고 후디 (오렌지),M,5.0,색감도 너무 밝지않은 주황색이라 좋고 크기도 적당합니다,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 6 GolSal,남성, 163cm, 62kg,아크 로고 후디 (네이비),M,5.0,사이즈도 적당하고 핏이 너무 예뻐서 맨날 입어요!,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 콩정이,남성, 183cm, 78kg,아크 로고 후디 (네이비),L,5.0,가성비로 정말 잘구매한것같아요. 옷도 이쁘구요,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 5 m2njun,여성, 157cm, 47kg,아크 로고 후디 (블랙),기모M,5.0,예뻐요 독서실갈때 잘 입을거같아요 핏이 좋아요,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 뉴비_79d636f6ab64,남성, 173cm, 73kg,아크 로고 후디 (딥그린),M,5.0,딱 원하는 디자인 입니다 사이즈도 괜찮고 전체적으로 만족합니다~!,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 뉴비_4ea8d94e,남성, 170cm, 60kg,아크 로고 후디 (그레이),M,3.0,와 진짜 이거 인생 후드티 입니다.짱짱하고 심플하고 핏도 너무 맘에드네요색감도 너무 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 5 민초주먹밥,남성, 170cm, 64kg,아크 로고 후디 (네이비),M,5.0,무난하게 착용하기 좋아서 편하게 자주 입고 다녀요,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 손죠죠,여성, 170cm, 66kg,아크 로고 후디 (오렌지),M,5.0,옷 스타일 자체가 팔이 널널하게 나온 디자인이라 뭔가 귀엽고 맘에 들어요,커요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_ba80c3ce,남성, 171cm, 60kg,아크 로고 후디 (오렌지),M,5.0,ㄹㅇ 맛도리 개이쁨 시보리도 짱짱해서 레이어드하기도 좋고 색감도 실제로 봐야 이게 왜 맛도리인지 알게됨 기대 이상이라 기뿝니다,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 완191,여성, 168cm, 50kg,아크 로고 후디 (블랙),M,5.0,사이즈 안맞을까봐 걱정했는데 편하고 이쁘네요 ㅎㅎ,커요,어두워요,보통이에요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_ab37c103,남성, 176cm, 70kg,아크 로고 후디 (오렌지),L,5.0,핏 너무 좋아요 어둡지도 않고 화려하지도 않고 딱 좋습니다,보통이에요,밝아요,보통이에요,얇아요,L,69.0,64.0,69.0,61.0
LV 7 라면킹,남성, 168cm, 65kg,아크 로고 후디 (딥그린),M,5.0,허리 시보리가 아주 짱짱하고 상상했던 핏 그대로 딱 나옵니다 아주 이뻐요후드 납작끈도 마음에 들고대신 처음 받으시면 속에 보풀 많이 나오니까 뒤집어서 세탁 한번 하시는게 좋아요,보통이에요,보통이에요,보통이에요,두꺼워요,M,67.0,60.5,65.5,60.5
LV 7 라면킹,남성, 168cm, 65kg,아크 로고 후디 (블랙),M,5.0,허리 시보리가 아주 짱짱하고 상상했던 핏 그대로 딱 나옵니다 아주 이뻐요후드 납작끈도 마음에 들고대신 처음 받으시면 속에 보풀 많이 나오니까 뒤집어서 세탁 한번 하시는게 좋아요,보통이에요,어두워요,선명해요,보통이에요,M,67.0,60.5,65.5,60.5
LV 5 운동하는패린이,여성, 163cm, 53kg,아크 로고 후디 (네이비),M,5.0,옷 이쁜 것 같습니다. 저 입고 있는거 보고 여자친구가 이쁘다해서 사줬는데 잘 맞아요,보통이에요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 4 백인희망자,남성, 178cm, 60kg,아크 로고 후디 (딥그린),L,5.0,저는 팔 부분이 조금 길었는데 기장이나 크기 자체는 딱 좋은 거 같아요! 팔 부분도 불편한 정도 아닙니다👍,보통이에요,보통이에요,보통이에요,보통이에요,L,69.0,64.0,69.0,61.0
LV 4 경비교도대,남성, 171cm, 67kg,아크 로고 후디 (오렌지),M,5.0,색상이 선명하고 너무 오버하지도 않고 원탑으로 입기에는 좋은데 겨울에 겉옷을 뭐 입어야할지 고민입니다 ,보통이에요,보통이에요,선명해요,보통이에요,M,67.0,60.5,65.5,60.5
LV 3 뉴비_eb63a7d4375d,남성, 168cm, 50kg,아크 로고 후디 (블랙),M,5.0,소매랑 옷이 조금 길어요끈이 베이지색이여서 고급스러워보여요,커요,보통이에요,보통이에요,보통이에요,M,67.0,60.5,65.5,60.5
LV 5 뉴비_658e7c28,남성, 163cm, 54kg,엔비엘 로고 후드티 (그레이),WOMAN,4.0,사이즈 너무 오버되지않게 낙낙하니 좋습니다 두께도 이너티입고 입으면 겨울에도 입기 좋을것같구요 불량인지 모르겠지만 소매와 밑단이 짱짱하지않아 반품교환 고민하다 그냥 입으려구요 옷은 맘에 듭니다~,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 4 뉴비_0143a72ea015,남성, 178cm, 75kg,엔비엘 후드 (차콜),02,5.0,굿 좋아요 다음에 다른색으로 사보려고요 잘입겠습니다,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 5 뉴비_be45eb7f,남성, 166cm, 71kg,엔비엘 로고 후드티 (그레이),MAN,5.0,이쁘네여 편하게 코디할수 있을거 같아요 추천합니다,커요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 4 Kihit,여성, 160cm, 55kg,엔비엘 후드 (딥네이비),01,5.0,너무 클거라 생각해서 이사이즈 산건데 크지않습니당..,보통이에요,어두워요,보통이에요,보통이에요,,,,,
LV 3 redguna,남성, 168cm, 66kg,엔비엘 로고 후드티 (그레이),WOMAN,5.0,제가 원하던 딱 알맞은 핏이네요 만족하고있어요,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 3 이관보,남성, 174cm, 70kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,사이즈 선택이 하나라 걱정 했는데 정핏으로 딱 맞아 이뻐요: D,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 5 Ceol_2,남성, 172cm, 62kg,엔비엘 후드 (차콜),기모 02,5.0,색상도 이쁘고 핏도 이쁘고 차콜색입문 하시는 분들한테 추천,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 woqor00,남성, 172cm, 67kg,엔비엘 로고 후드티 (그레이),MAN,5.0,좋은 품질의 맨투맨 후드티를 구하게 되어 좋아요.,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 B0ngsil,남성, 175cm, 70kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,가격도 적당하고 옷질감이나 색선명도 디자인도 예뻐요,보통이에요,보통이에요,선명해요,두꺼워요,,,,,
LV 3 뉴비_c35f810bb17e,여성, 171cm, 64kg,엔비엘 로고 후드티 (그레이),MAN,5.0,후드티를 크게 입는 걸 좋아해서 남자 사이즈로 선택해서 샀는데 생각보다 적당히 오버핏이라 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 호롤롤루990,남성, 175cm, 71kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,완전맘에듬 핏도 쭈리도 후드도 사이즈도 적당오버라서 딱 저스트구여만족100 등산팀복으류 맞췄습니다 저는 만족10,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
LV 4 5늘도 5i팅,여성, 164cm, 58kg,엔비엘 로고 후드티 (아이보리),MAN,4.0,도톰해서 겨울에 입기에도 괜찮아요 색상도 짙어서 부하지 않아요,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 뉴비_e5d12aec,여성, 175cm, 50kg,엔비엘 로고 후드티 (아이보리),WOMAN,5.0,색상이 화사하게 밝아서 얼굴이 환해 보여요. 오버핏 좋아하는데 우먼핏 조금 더 크면 좋았을것 같아요. ,보통이에요,밝아요,선명해요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 4 김담뇽,남성, 180cm, 72kg,엔비엘 로고 후드티 (인디핑크),MAN,5.0,기모는 없지만 생각보다 따뜻해요 연청에 입으면 예쁠 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 유운서기,남성, 181cm, 64kg,엔비엘 로고 후드티 (그레이),MAN,5.0,옷이 엄청 이쁘고 핏도 좋아요 평소에 입고 다니기 편해요,보통이에요,보통이에요,선명해요,얇아요,MAN,73.0,60.0,58.0,60.0
LV 4 bhj7730,남성, 163cm, 47kg,엔비엘 로고 후드티 (그레이),WOMAN,5.0,무신사 블랙프라이데이 세일로 싸게 샀네요 핏 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 3 뉴비_ee0f49db038a,남성, 160cm, 57kg,엔비엘 로고 후드티 (그레이),기모 WOMAN,4.0,두껍고 무겁다 옷은 확실히 예쁨 많이 손이간다 히,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 뉴비_ed6f168c,남성, 185cm, 83kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,너무 편하고 예뻐서 놀러갈 때 바로 입었습니다 ! 굳,보통이에요,보통이에요,보통이에요,두꺼워요,,,,,
LV 3 뉴비_63417673,남성, 176cm, 72kg,엔비엘 로고 후드티 (그레이),MAN,4.0,위에 옷 하나 입어야할듯다소 좀 얇음종사이즈임,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 뎀ㅁ,남성, 176cm, 68kg,엔비엘 로고 후드티 (그레이),기모 MAN,5.0,옷이 너무 예쁘고 따뜻해요 정말 잘 입을거 같아요,커요,보통이에요,보통이에요,두꺼워요,,,,,
LV 5 주이이허러허러,남성, 178cm, 80kg,엔비엘 로고 후드티 (그레이),MAN,5.0,좋아요 색감이나 사이즈 모두모두 만족합니다! 굿,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 3 뉴비_ad485fdbe67a,여성, 153cm, 45kg,엔비엘 로고 후드티 (애쉬블루),WOMAN,5.0,초6 딸래미가 요즈음 주니어는 이제 안입으려고 해서 주문했어요!!톤다운된 블루라 튀지않고 차분하니 예쁘고 초등학생이라 클 줄 알았는대 소매만 좀 길고 여유있게 맞네요.. 세탁 몇 번 해봤는대 보풀은 크게 안일어나요..포켓이 있어 편하고 테일러 로고가 멋스러워요!!,커요,보통이에요,보통이에요,보통이에요,WOMAN,67.5,57.0,54.5,58.5
LV 4 아우어앙,남성, 171cm, 78kg,엔비엘 로고 후드티 (그레이),MAN,5.0,세일하길래 싼값에 샀는데 디자인 이쁘고 잘 구매한거 같아요~ 짱 이쁩니다 ,보통이에요,보통이에요,보통이에요,보통이에요,MAN,73.0,60.0,58.0,60.0
LV 5 뉴비_5d44a24,여성, 158cm, 42kg,엔비엘 후드 (버건디),01,5.0,친구가 입던 모양입니다. 사이즈 딱 맞아서 다행이다~,보통이에요,보통이에요,보통이에요,보통이에요,,,,,
